id,proba
392615,0.11024
392616,0.001837
392617,0.044727
392618,0.23297
392619,0.080547
392620,0.39909
392621,0.4113
392622,0.65324
392623,0.004035
392624,0.16441
392625,0.57726
392626,1
392627,0.15924
392628,0.058002
392629,0.34181
392630,0.42399
392631,0.11998
392632,0.22269
392633,0.33388
392634,0.51161
392635,0.2895
392636,0.18305
392637,0.12189
392638,0.21112
392639,0.39961
392640,0.1822
392641,0.063613
392642,0.33571
392643,0.15325
392644,0.17512
392645,0.21458
392646,0.31215
392647,0.1736
392648,0.63713
392649,0.1305
392650,0.48896
392651,0.12983
392652,0.32786
392653,0.15533
392654,0.56071
392655,0.20699
392656,0.21946
392657,0.035612
392658,0.48274
392659,0.90146
392660,0.20814
392661,0.54237
392662,0.31299
392663,0.32909
392664,0.20002
392665,0.2142
392666,0.059662
392667,0.058783
392668,0.19975
392669,0.43573
392670,0.12908
392671,0.13125
392672,0.93038
392673,0.46524
392674,0.1507
392675,0.97016
392676,0.2286
392677,0.70384
392678,0.33551
392679,0.73019
392680,0.15042
392681,0.12687
392682,0.20139
392683,0.098819
392684,0.2196
392685,0.11493
392686,0.003198
392687,0.94346
392688,0.43124
392689,0.60171
392690,0.17679
392691,0.96132
392692,0.9035
392693,0.81811
392694,0.16737
392695,0.35086
392696,1
392697,0.47071
392698,0.44335
392699,0.32784
392700,0.83952
392701,0.02553
392702,0.98848
392703,0.15154
392704,0.14505
392705,0.22773
392706,0.034898
392707,0.16165
392708,0.16672
392709,0.10413
392710,0.023319
392711,0.062124
392712,0.1242
392713,0.03666
392714,0.2411
392715,0.54022
392716,0.23367
392717,1
392718,0.37306
392719,0.005585
392720,0.3163
392721,0.30767
392722,0.32231
392723,0.079402
392724,0.24402
392725,1
392726,0.37811
392727,0.13464
392728,0.35749
392729,0.18543
392730,0.36084
392731,0.37886
392732,0.25494
392733,0.70885
392734,0.35836
392735,0.30314
392736,0.10585
392737,0.37072
392738,0.34091
392739,1
392740,0.40995
392741,0.30056
392742,0.78776
392743,0.039725
392744,0.76687
392745,0.29222
392746,0.11239
392747,0.39047
392748,0.12992
392749,0.16879
392750,0.34562
392751,0.027216
392752,0.24829
392753,0.35136
392754,0.21306
392755,0.25365
392756,0.049363
392757,0.087442
392758,0.22561
392759,0.32954
392760,0.010782
392761,0.058964
392762,0.58878
392763,0.78288
392764,0.12626
392765,0.25588
392766,0.21895
392767,0.28564
392768,0.1264
392769,0.040411
392770,0.17099
392771,0.34242
392772,0.25294
392773,0.3172
392774,0.13182
392775,0.37988
392776,0.26033
392777,0.20287
392778,0.25235
392779,0.28145
392780,0.12688
392781,0.16399
392782,0.49522
392783,0.081676
392784,0.35801
392785,0.80483
392786,0.22003
392787,0.23367
392788,0.59109
392789,0.44133
392790,0.90674
392791,0.19577
392792,0.15318
392793,0.27632
392794,0.63259
392795,0.25824
392796,0.21181
392797,0.22344
392798,0.27134
392799,0.28479
392800,0.26098
392801,0.94968
392802,0.63181
392803,0.48122
392804,0.092661
392805,0.076323
392806,0.27287
392807,0.14704
392808,0.11187
392809,0.073512
392810,0.18978
392811,0.34599
392812,0.19594
392813,0.15209
392814,0.12849
392815,0.068232
392816,0.26545
392817,0.62893
392818,0.076063
392819,0.00403
392820,0.083016
392821,0.67725
392822,0.34676
392823,0.50239
392824,0.065443
392825,0.062185
392826,0.76043
392827,0.43385
392828,0.1429
392829,0.59581
392830,0.19554
392831,0.6576
392832,0.23222
392833,0.72077
392834,0.19518
392835,0.31679
392836,0.15993
392837,0.068158
392838,0.30451
392839,0.24867
392840,0.48794
392841,0.23477
392842,0.8559
392843,0.24905
392844,0.33163
392845,0.23178
392846,0.38678
392847,0.23721
392848,0.73543
392849,0.20597
392850,0.19944
392851,0.32986
392852,0.24322
392853,0.14605
392854,0.095189
392855,0.59416
392856,0.035494
392857,0.20693
392858,0.69241
392859,0.11477
392860,0.32628
392861,0.28288
392862,0.43257
392863,0.80377
392864,0.88069
392865,0.31036
392866,0.51304
392867,0.06862
392868,0.4141
392869,0.028424
392870,1
392871,0.40391
392872,0.94636
392873,0.28469
392874,0.34253
392875,0.21314
392876,0.10072
392877,0.46045
392878,0.53517
392879,0.28054
392880,0.099752
392881,0.78408
392882,0.23279
392883,0.13617
392884,0.27813
392885,0.31252
392886,0.39769
392887,0.2739
392888,0.2975
392889,0.36865
392890,0.21444
392891,0.26561
392892,1
392893,0.28349
392894,0.22652
392895,0.82364
392896,0.33685
392897,0.00329
392898,0.13809
392899,0.28694
392900,0.026175
392901,0.24222
392902,0.71371
392903,0.19172
392904,0.43913
392905,0.61415
392906,0.13013
392907,0.16139
392908,0.14956
392909,0.60273
392910,0.43745
392911,0.92251
392912,0.28625
392913,0.18517
392914,0.22052
392915,0.26146
392916,0.11926
392917,0.22166
392918,0.28122
392919,0.31695
392920,0.50511
392921,0.37722
392922,0.35248
392923,0.65259
392924,0.000506
392925,0.23806
392926,0.39822
392927,0.5725
392928,1
392929,0.099433
392930,0.55681
392931,0.27723
392932,0.23197
392933,0.11472
392934,0.046752
392935,0.2315
392936,0.24222
392937,1
392938,0.047934
392939,0.38833
392940,0.056049
392941,0.64588
392942,0.028773
392943,0.81784
392944,0.94712
392945,0.07035
392946,0.33965
392947,0.11387
392948,0.092863
392949,0.54434
392950,0.11239
392951,0.40452
392952,0.098487
392953,0.47853
392954,0.96904
392955,0.37478
392956,0.13484
392957,0.13607
392958,0.12277
392959,0.00346
392960,0.31575
392961,0.75314
392962,0.95935
392963,0.044755
392964,0.39429
392965,0.23517
392966,0.21479
392967,0.39416
392968,0.3566
392969,0.63766
392970,0.23182
392971,0.33618
392972,0.71658
392973,0.15892
392974,0.44293
392975,0.023559
392976,0.24741
392977,0.065083
392978,0.28098
392979,0.45318
392980,0.342
392981,0.095137
392982,0.72628
392983,0.15313
392984,0.087393
392985,0.20503
392986,0.39773
392987,0.18898
392988,0.75762
392989,0.011228
392990,0.062118
392991,0.067792
392992,0.10206
392993,0.17186
392994,0.22388
392995,0.27956
392996,0.23115
392997,0.10418
392998,0.007112
392999,0.70718
393000,0.39175
393001,0.043757
393002,0.33217
393003,0.43028
393004,0.62385
393005,0.26889
393006,0.27067
393007,0.70823
393008,0.25594
393009,1
393010,0.54866
393011,0.35544
393012,0.14799
393013,0.28789
393014,1
393015,0.74428
393016,0.006317
393017,0.5149
393018,0.51266
393019,0.16065
393020,0.1784
393021,0.40725
393022,0.16374
393023,0.089842
393024,0.37569
393025,0.25358
393026,0.13926
393027,0.21946
393028,0.25651
393029,0.1566
393030,0.9866
393031,0.050436
393032,0.40924
393033,0.43164
393034,0.1412
393035,0.59996
393036,1
393037,0.64659
393038,0.6137
393039,0.41258
393040,0.2276
393041,0.17487
393042,0.73702
393043,0.39738
393044,0.31039
393045,0.25916
393046,0.31082
393047,0.34515
393048,0.67677
393049,0.09486
393050,0.26772
393051,0.60798
393052,0.27626
393053,0.64854
393054,0.40658
393055,0.31134
393056,0.36951
393057,0.25487
393058,0.32448
393059,0.47976
393060,0.12991
393061,0.18694
393062,0.34983
393063,0.11882
393064,0.41711
393065,0.28302
393066,0.016985
393067,0.41421
393068,0.1895
393069,0.25006
393070,0.1968
393071,0.43464
393072,0.32025
393073,0.21615
393074,0.53241
393075,0.21391
393076,0.19566
393077,0.086048
393078,0.40094
393079,0.54662
393080,0.28405
393081,0.11042
393082,0.23743
393083,0.092923
393084,0.071455
393085,0.53794
393086,0.1272
393087,0.72221
393088,0.30377
393089,0.1834
393090,0.613
393091,0.33643
393092,0.51169
393093,0.23213
393094,0.084681
393095,0.31411
393096,0.041389
393097,0.10738
393098,0.4249
393099,0.14937
393100,0.12569
393101,0.21906
393102,0.61938
393103,0.16014
393104,0.26601
393105,0.27332
393106,0.059009
393107,0.38584
393108,0.36842
393109,0.77324
393110,0.51603
393111,0.63738
393112,0.091519
393113,0.26442
393114,0.43677
393115,0.38283
393116,0.29956
393117,0.76208
393118,0.11834
393119,0.71612
393120,0.14381
393121,0.10765
393122,0.35048
393123,0.13625
393124,0.059184
393125,0.43451
393126,0.10512
393127,0.017396
393128,0.23969
393129,0.082056
393130,0.32334
393131,0.3598
393132,0.47677
393133,0.11832
393134,0.029643
393135,0.20095
393136,0.089275
393137,1
393138,0.25396
393139,0.33927
393140,0.23593
393141,0.15376
393142,0.20521
393143,0.20522
393144,0.21298
393145,0.33052
393146,0.37869
393147,0.3309
393148,0.41254
393149,0.11478
393150,0.14813
393151,0.43802
393152,0.18631
393153,0.36076
393154,0.070185
393155,0.066758
393156,0.2229
393157,0.72108
393158,0.10849
393159,0.16748
393160,0.48117
393161,0.066191
393162,0.13418
393163,0.021999
393164,0.017176
393165,0.61165
393166,0.44726
393167,0.72944
393168,0.21272
393169,0.39284
393170,0.072008
393171,0.42559
393172,0.14303
393173,0.10436
393174,0.32548
393175,0.46701
393176,0.45731
393177,0.1259
393178,0.16322
393179,0.8022
393180,0.32373
393181,0.088279
393182,0.098091
393183,0.24396
393184,0.47692
393185,0.022776
393186,0.48557
393187,0.40399
393188,0.55672
393189,0.23538
393190,0.46657
393191,0.3115
393192,0.2059
393193,0.11252
393194,0.20945
393195,0.72155
393196,0.076494
393197,0.60565
393198,0.14799
393199,0.32217
393200,0.65608
393201,0.054823
393202,0.049667
393203,0.071767
393204,0.41177
393205,0.003073
393206,0.0987
393207,0.44389
393208,0.17378
393209,0.38057
393210,0.35706
393211,0.33233
393212,0.7153
393213,0.29069
393214,0.23779
393215,0.40815
393216,0.23801
393217,0.031248
393218,0.52806
393219,0.35689
393220,0.17457
393221,0.17537
393222,0.335
393223,1
393224,0.32308
393225,0.26244
393226,0.45354
393227,0.75345
393228,0.11351
393229,0.69696
393230,0.33279
393231,0.54206
393232,0.63393
393233,0.64035
393234,0.30955
393235,0.20933
393236,1
393237,0.23435
393238,0.21622
393239,0.38509
393240,0.23814
393241,1
393242,0.44785
393243,0.1227
393244,0.25771
393245,0.17259
393246,0.092585
393247,0.32544
393248,0.33201
393249,0.2796
393250,0.60993
393251,0.1979
393252,0.14005
393253,0.34828
393254,0.34258
393255,0.39131
393256,0.52082
393257,0.70046
393258,0.10272
393259,0.21991
393260,0.38976
393261,0.30172
393262,0.033615
393263,0.7908
393264,0.034447
393265,0.19058
393266,0.3695
393267,0.14103
393268,0.4833
393269,0.18986
393270,0.36434
393271,0.39812
393272,0.37432
393273,0.69232
393274,0.39012
393275,0.36647
393276,0.28276
393277,0.11763
393278,0.10289
393279,0.24321
393280,0.78279
393281,0.09689
393282,0.030966
393283,0.43686
393284,0.52194
393285,0.1451
393286,0.023355
393287,1
393288,0.073602
393289,0.86693
393290,0.093108
393291,0.10163
393292,0.48624
393293,0.15977
393294,0.60668
393295,0.042889
393296,0.02323
393297,0.01995
393298,0.29166
393299,0.54152
393300,0.12452
393301,0.41929
393302,0.053398
393303,0.42679
393304,0.30109
393305,0.62006
393306,0.53707
393307,0.30649
393308,0.12757
393309,0.18847
393310,0.0912
393311,0.45788
393312,0.22814
393313,0.65203
393314,0.73545
393315,0.30353
393316,0.46006
393317,0.40041
393318,0.18852
393319,0.64283
393320,0.3428
393321,0.57505
393322,0.17049
393323,0.21453
393324,0.22249
393325,0.24956
393326,0.20311
393327,0.14627
393328,1
393329,0.35646
393330,0.46083
393331,0.26336
393332,0.59123
393333,0.21295
393334,0.57671
393335,0.18746
393336,0.32683
393337,0.9307
393338,0.22762
393339,0.56411
393340,0.027665
393341,0.49387
393342,0.05641
393343,0.057984
393344,0.010572
393345,0.24285
393346,0.36124
393347,0.65088
393348,0.059063
393349,0.11246
393350,0.62006
393351,0.08582
393352,0.14524
393353,0.71125
393354,0.64905
393355,0.3662
393356,0.17542
393357,0.11721
393358,0.28852
393359,0.096509
393360,0.35341
393361,0.059718
393362,0.066389
393363,0.12461
393364,0.41944
393365,0.076843
393366,0.60077
393367,0.073137
393368,0.47334
393369,0.52019
393370,0.23477
393371,0.19434
393372,0.045252
393373,0.079182
393374,0.32897
393375,0.74253
393376,0.24506
393377,0.19753
393378,0.65141
393379,0.15553
393380,1
393381,0.55973
393382,0.12025
393383,0.15716
393384,0.22821
393385,0.41289
393386,0.19968
393387,0.27601
393388,0.1192
393389,0.4942
393390,0.097484
393391,0.037154
393392,0.36304
393393,0.35077
393394,0.1364
393395,0.21643
393396,0.30167
393397,0.25677
393398,0.3348
393399,0.58863
393400,0.16218
393401,0.32687
393402,0.47536
393403,0.19748
393404,0.29023
393405,0.25245
393406,0.34824
393407,0.36942
393408,0.54389
393409,0.51894
393410,0.044401
393411,0.67388
393412,0.27061
393413,0.2258
393414,0.2352
393415,0.24385
393416,0.025726
393417,0.053646
393418,0.34541
393419,0.054486
393420,0.20058
393421,0.3047
393422,0.3893
393423,0.18664
393424,0.45753
393425,0.32005
393426,0.56281
393427,0.26261
393428,0.4413
393429,0.017696
393430,0.23459
393431,0.18197
393432,0.39511
393433,1
393434,0.21842
393435,0.11343
393436,0.031822
393437,0.40499
393438,0.31816
393439,0.1685
393440,0.22844
393441,0.14524
393442,0.20729
393443,0.024245
393444,0.24371
393445,0.10489
393446,0.062866
393447,0.58769
393448,0.55609
393449,0.075838
393450,0.29448
393451,0.11922
393452,0.15615
393453,0.035306
393454,0.12069
393455,0.2495
393456,0.43679
393457,0.2462
393458,0.43003
393459,0.6565
393460,0.085665
393461,0.064417
393462,0.18713
393463,0.19172
393464,0.54164
393465,0.16555
393466,0.33506
393467,0.36906
393468,0.003733
393469,0.45484
393470,0.24744
393471,0.18002
393472,0.17095
393473,0.24185
393474,0.14822
393475,0.68695
393476,0.49059
393477,0.17208
393478,0.19837
393479,0.20151
393480,0.29182
393481,0.39056
393482,0.028483
393483,0.27413
393484,0.72919
393485,0.48463
393486,0.19366
393487,0.19037
393488,0.60638
393489,0.55186
393490,0.29029
393491,0.31057
393492,0.11225
393493,0.04495
393494,0.047611
393495,0.1854
393496,0.20642
393497,0.49791
393498,0.50807
393499,0.57803
393500,0.47864
393501,0.40458
393502,0.010019
393503,0.25712
393504,0.40872
393505,0.70526
393506,0.41755
393507,0.43309
393508,0.45032
393509,0.28471
393510,0.22509
393511,0.3592
393512,0.046917
393513,0.83571
393514,0.62999
393515,0.43359
393516,0.40571
393517,0.23246
393518,0.51012
393519,0.27221
393520,0.31347
393521,0.19417
393522,0.21734
393523,0.46805
393524,0.030644
393525,0.32979
393526,0.05542
393527,1
393528,0.037483
393529,0.25345
393530,0.31977
393531,0.34504
393532,0.36061
393533,0.25026
393534,0.35524
393535,0.82018
393536,0.19925
393537,0.11485
393538,0.27057
393539,0.46553
393540,0.21397
393541,0.41623
393542,0.15038
393543,0.071597
393544,0.57235
393545,0.23758
393546,0.13285
393547,0.33329
393548,0.23425
393549,0.065823
393550,0.16255
393551,0.002827
393552,0.16808
393553,0.3391
393554,0.31376
393555,0.17434
393556,0.068024
393557,0.50761
393558,0.2234
393559,0.91382
393560,0.48317
393561,0.42073
393562,0.2153
393563,0.40819
393564,0.26064
393565,0.4958
393566,0.30834
393567,1
393568,0.56413
393569,0.31686
393570,0.33796
393571,0.12716
393572,0.32065
393573,0.28315
393574,0.46039
393575,0.42432
393576,0.3581
393577,0.44032
393578,0.19759
393579,0.078169
393580,0.11207
393581,0.37066
393582,0.34859
393583,0.56967
393584,0.28829
393585,0.60059
393586,0.24072
393587,0.2857
393588,0.022587
393589,0.2149
393590,0.48348
393591,0.16607
393592,0.59906
393593,0.41271
393594,0.83425
393595,0.30641
393596,0.46903
393597,0.19964
393598,0.013693
393599,0.29484
393600,0.1803
393601,0.18963
393602,0.083649
393603,0.45735
393604,0.082911
393605,0.40766
393606,0.51321
393607,0.49555
393608,0.076786
393609,0.31291
393610,0.55632
393611,0.18278
393612,0.35942
393613,0.71219
393614,0.64999
393615,0.33091
393616,0.59959
393617,0.35012
393618,1
393619,0.30889
393620,0.34548
393621,0.10449
393622,0.70911
393623,0.11976
393624,0.77605
393625,0.87803
393626,0.23908
393627,0.26201
393628,0.008554
393629,0.10837
393630,0.28517
393631,0.077556
393632,0.017866
393633,0.11564
393634,0.42274
393635,0.76341
393636,0.02505
393637,0.024111
393638,0.10622
393639,0.76341
393640,0.32445
393641,0.19329
393642,0.21574
393643,0.30156
393644,0.21638
393645,0.6302
393646,0.26716
393647,0.056778
393648,0.40933
393649,0.40591
393650,0.38646
393651,0.64948
393652,0.65312
393653,0.37007
393654,0.068212
393655,0.56583
393656,0.67517
393657,0.26453
393658,0.31928
393659,0.13595
393660,1
393661,0.1536
393662,0.15811
393663,0.37635
393664,0.49677
393665,0.26715
393666,0.17672
393667,0.29894
393668,0.68468
393669,0.33431
393670,0.12295
393671,0.12736
393672,0.21813
393673,0.022525
393674,0.033766
393675,0.22061
393676,0.69416
393677,0.38302
393678,0.06958
393679,0.085761
393680,0.12322
393681,0.57997
393682,0.16894
393683,0.11818
393684,0.50014
393685,0.64069
393686,0.38209
393687,0.035071
393688,0.33162
393689,0.57712
393690,0.37705
393691,0.005713
393692,0.74095
393693,0.42794
393694,0.21609
393695,0.002936
393696,0.31091
393697,0.4889
393698,0.71517
393699,0.51023
393700,0.015045
393701,0.023546
393702,0.13113
393703,0.93204
393704,0.47991
393705,0.1628
393706,0.16574
393707,0.96812
393708,0.052973
393709,0.27934
393710,0.34102
393711,0.12812
393712,0.49228
393713,0.10849
393714,0.48916
393715,0.21381
393716,0.12775
393717,0.045725
393718,0.29969
393719,0.29905
393720,0.13681
393721,0.027288
393722,0.011304
393723,1
393724,0.022598
393725,0.39256
393726,0.74701
393727,0.14418
393728,0.90777
393729,0.2807
393730,0.22573
393731,0.11015
393732,0.37965
393733,0.29907
393734,0.30457
393735,0.39124
393736,0.89179
393737,0.30052
393738,0.16424
393739,0.21598
393740,0.095521
393741,0.37155
393742,0.062442
393743,0.20128
393744,0.42859
393745,0.39973
393746,0.22375
393747,0.2919
393748,0.39647
393749,1
393750,0.20252
393751,0.050791
393752,0.24402
393753,0.1826
393754,0.71182
393755,0.41926
393756,0.012049
393757,0.010148
393758,0.98255
393759,0.24877
393760,0.36925
393761,0.22675
393762,0.25483
393763,0.13175
393764,0.15769
393765,0.20709
393766,0.52167
393767,0.51726
393768,0.21368
393769,0.064348
393770,0.12931
393771,0.43033
393772,0.24857
393773,0.1043
393774,0.40332
393775,0.1599
393776,0.14663
393777,0.34478
393778,0.87396
393779,0.31031
393780,0.25953
393781,0.16185
393782,0.16715
393783,0.22538
393784,0.32767
393785,0.02739
393786,0.49955
393787,0.26864
393788,0.12097
393789,0.40164
393790,0.14737
393791,0.188
393792,0.96391
393793,0.2181
393794,0.45751
393795,0.031306
393796,0.05971
393797,0.15827
393798,0.10362
393799,0.099012
393800,0.16294
393801,0.56186
393802,0.098224
393803,0.054762
393804,0.47802
393805,0.55618
393806,0.5064
393807,0.16804
393808,0.49912
393809,0.74979
393810,0.36918
393811,0.10758
393812,0.039885
393813,0.43241
393814,0.07325
393815,0.008226
393816,0.53475
393817,0.54545
393818,1
393819,0.51322
393820,0.16042
393821,0.30215
393822,0.94452
393823,0.24884
393824,0.10507
393825,1
393826,0.18141
393827,1
393828,0.47735
393829,0.45002
393830,0.21818
393831,0.3093
393832,0.42333
393833,0.58984
393834,0.22295
393835,0.28939
393836,0.09368
393837,0.1808
393838,0.03074
393839,0.13431
393840,0.076751
393841,0.23988
393842,0.83679
393843,0.53441
393844,0.22824
393845,0.025771
393846,0.6262
393847,0.36627
393848,0.42069
393849,0.086937
393850,0.20902
393851,0.13857
393852,0.3777
393853,0.12552
393854,0.59648
393855,0.49761
393856,0.49339
393857,0.022583
393858,0.2897
393859,0.28095
393860,0.7174
393861,0.039114
393862,0.064514
393863,0.23013
393864,0.076203
393865,0.038436
393866,0.54002
393867,0.3181
393868,0.15152
393869,0.58235
393870,0.32511
393871,0.23353
393872,0.77669
393873,0.26773
393874,0.55897
393875,0.41557
393876,0.17255
393877,0.00328
393878,0.58537
393879,0.68388
393880,0.14598
393881,0.17839
393882,0.16971
393883,0.31833
393884,0.16568
393885,0.14176
393886,0.41882
393887,0.36085
393888,0.56405
393889,0.36983
393890,0.40087
393891,0.84675
393892,0.2833
393893,0.20144
393894,0.27132
393895,0.11485
393896,0.3582
393897,0.44102
393898,0.091708
393899,0.91322
393900,0.32545
393901,0.65523
393902,1
393903,0.35245
393904,0.54794
393905,0.47541
393906,0.28274
393907,0.25518
393908,1
393909,0.27571
393910,0.57166
393911,0.18411
393912,0.83848
393913,0.37503
393914,0.026591
393915,0.62908
393916,0.24278
393917,0.46146
393918,0.6928
393919,0.37237
393920,1
393921,0.24441
393922,0.23017
393923,0.12703
393924,0.35592
393925,0.22526
393926,0.034138
393927,0.38272
393928,0.19511
393929,0.71727
393930,1
393931,1
393932,0.22451
393933,0.001381
393934,0.14282
393935,0.025053
393936,0.11098
393937,0.14653
393938,0.34958
393939,0.071503
393940,0.56463
393941,0.1228
393942,0.16565
393943,0.21663
393944,0.52026
393945,0.43999
393946,0.46124
393947,0.073524
393948,0.47068
393949,0.382
393950,0.32283
393951,0.42529
393952,0.45686
393953,1
393954,0.36171
393955,0.25606
393956,0.2749
393957,0.66227
393958,0.19809
393959,0.044666
393960,0.63628
393961,0.029165
393962,0.50106
393963,0.49446
393964,0.52522
393965,0.6708
393966,0.23878
393967,0.044932
393968,0.40314
393969,0.44719
393970,0.29991
393971,0.036961
393972,0.017642
393973,0.21975
393974,0.35009
393975,0.66667
393976,0.067999
393977,0.48939
393978,0.30053
393979,0.015399
393980,0.35975
393981,0.085248
393982,0.99386
393983,0.14296
393984,0.13931
393985,0.059207
393986,0.24339
393987,0.88478
393988,0.23706
393989,0.3275
393990,0.38973
393991,0.45085
393992,1
393993,0.03978
393994,0.91757
393995,0.26386
393996,0.002673
393997,0.36004
393998,0.16943
393999,0.30951
394000,0.025298
394001,0.07006
394002,0.048118
394003,0.68688
394004,0.12719
394005,0.34425
394006,0.12294
394007,0.38278
394008,0.44393
394009,0.2753
394010,0.25833
394011,0.16326
394012,0.074199
394013,0.40292
394014,0.17721
394015,0.4736
394016,0.51793
394017,0.48201
394018,0.58085
394019,0.028252
394020,0.26639
394021,0.52424
394022,0.1124
394023,0.53694
394024,0.25894
394025,1
394026,0.11676
394027,0.27084
394028,0.23964
394029,0.44773
394030,0.12408
394031,0.23188
394032,0.60515
394033,0.030097
394034,0.36816
394035,0.067165
394036,0.32836
394037,0.32286
394038,0.29452
394039,0.40388
394040,0.022209
394041,0.5384
394042,0.34544
394043,0.13537
394044,0.14286
394045,0.27188
394046,0.54012
394047,0.67442
394048,0.11738
394049,1
394050,0.14138
394051,0.46924
394052,0.73192
394053,0.45454
394054,0.085965
394055,0.67709
394056,0.71306
394057,0.036391
394058,0.35424
394059,0.18591
394060,0.32945
394061,0.54095
394062,0.045573
394063,0.43517
394064,1
394065,0.22944
394066,0.3173
394067,0.091969
394068,0.31502
394069,0.000521
394070,0.24737
394071,0.23417
394072,0.69046
394073,0.37652
394074,0.49623
394075,0.25593
394076,0.63175
394077,0.21193
394078,0.17844
394079,0.29218
394080,0.31187
394081,0.74946
394082,0.10981
394083,0.2023
394084,0.37291
394085,0.24696
394086,0.10239
394087,0.17443
394088,0.13066
394089,0.59042
394090,0.2486
394091,0.33808
394092,0.008818
394093,0.59167
394094,0.6105
394095,0.2568
394096,0.014834
394097,0.089747
394098,0.24648
394099,0.51319
394100,0.3282
394101,0.6295
394102,0.32751
394103,0.87982
394104,0.43449
394105,1
394106,0.041391
394107,0.17963
394108,0.29177
394109,0.29391
394110,0.27819
394111,0.26178
394112,0.14969
394113,0.40225
394114,0.40795
394115,0.052274
394116,0.21876
394117,0.4145
394118,0.60819
394119,0.37356
394120,0.33024
394121,0.1706
394122,0.44145
394123,0.29896
394124,0.73274
394125,0.12986
394126,0.21553
394127,0.27624
394128,0.094603
394129,0.012221
394130,0.26034
394131,0.164
394132,0.40585
394133,0.35434
394134,0.43232
394135,0.20771
394136,0.35979
394137,0.055676
394138,0.26849
394139,0.12501
394140,0.5265
394141,0.027216
394142,0.27148
394143,0.50507
394144,0.13776
394145,0.27696
394146,0.78422
394147,0.26411
394148,0.13752
394149,0.61384
394150,0.13171
394151,0.18355
394152,0.26698
394153,0.61331
394154,0.51736
394155,0.38948
394156,0.15999
394157,0.21446
394158,0.20151
394159,0.27064
394160,0.81929
394161,0.19405
394162,0.3839
394163,0.42448
394164,0.72219
394165,0.19074
394166,0.4472
394167,0.1294
394168,0.26589
394169,0.057892
394170,0.28824
394171,0.04831
394172,0.11571
394173,0.23855
394174,0.080294
394175,0.79601
394176,0.066001
394177,0.32913
394178,0.16437
394179,0.69496
394180,0.030188
394181,0.54777
394182,0.095884
394183,0.18312
394184,0.65843
